Unnamed: 0.1,Unnamed: 0,restaurant_name,restaurant_type,rating,num_ratings,avg_cost_two_people,online_order,table_booking,cuisines_type,area,local_address,rating_category
190,190,Akss - India Reimagined,Casual Dining,4.2,258,1800.0,no,yes,"Modern Indian, North Indian",Malleshwaram,Sadashiv Nagar,Highly Rated
191,191,Al Amal Cafe,"Cafe, Quick Bites",4.0,74,300.0,no,no,"Cafe, Fast Food",Kalyan Nagar,Kammanahalli,Highly Rated
192,192,Al Amanah Cafe,Quick Bites,4.4,1413,300.0,yes,no,"Middle Eastern, Fast Food, Rolls",Frazer Town,Kammanahalli,Highly Rated
193,193,Al Ameen Rolls Corner,Quick Bites,3.7,16,200.0,no,no,Rolls,Kalyan Nagar,Kammanahalli,Average Rated
194,194,Al Barack Cafetaria,Quick Bites,3.6,20,300.0,no,no,Arabian,Kalyan Nagar,Banaswadi,Average Rated
195,195,Al Daaz,Casual Dining,4.2,567,550.0,yes,no,"North Indian, Continental, Bbq",Bellandur,Hsr,Highly Rated
196,196,Al Diwan Biryanis And More,"Takeaway, Delivery",3.2,12,300.0,yes,no,Biryani,Jayanagar,Basavanagudi,Average Rated
197,197,Al Ghani Resetaurant,Quick Bites,3.3,4,400.0,no,no,"Mughlai, Biryani",Kammanahalli,Kammanahalli,Average Rated
198,198,Al Habibi Restaurant,Quick Bites,3.5,17,300.0,yes,no,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm,Average Rated
199,199,Al Hayath,Quick Bites,3.5,16,200.0,no,no,"North Indian, Chinese",Koramangala 5Th Block,Btm,Average Rated
200,200,Al Hayath Ambur Biryani,Quick Bites,3.3,9,200.0,no,no,Biryani,Koramangala 4Th Block,Ejipura,Average Rated
201,201,Al Karim,Casual Dining,3.7,90,,no,no,"Mughlai, North Indian, Biryani, Chinese",Kammanahalli,Kalyan Nagar,Average Rated
202,202,Al Khaleej Snacks Corner,Quick Bites,2.8,40,200.0,no,no,"Lebanese, Fast Food, Beverages",Basavanagudi,Jayanagar,Average Rated
203,203,Al Khansah,Casual Dining,3.9,370,550.0,yes,no,"Biryani, Mughlai, Chinese, North Indian, Kebab",Bellandur,Bellandur,Average Rated
204,204,Al Khwaja,Casual Dining,3.0,13,400.0,no,no,"North Indian, Chinese",Bellandur,Bellandur,Average Rated
205,205,Al Madhina Roll House,Quick Bites,3.4,6,300.0,no,no,"North Indian, Chinese",Kammanahalli,Kalyan Nagar,Average Rated
206,206,Al Madina Family Restaurant,Quick Bites,2.8,40,500.0,no,no,"North Indian, South Indian, Arabian",Basavanagudi,City Market,Average Rated
207,207,Al Madina Roll House,Quick Bites,3.6,16,150.0,yes,no,Biryani,Kalyan Nagar,Kalyan Nagar,Average Rated
208,208,Al Manar,Quick Bites,2.8,40,400.0,no,no,"South Indian, North Indian, Chinese",Koramangala 7Th Block,Wilson Garden,Average Rated
209,209,Al Noor,Quick Bites,3.7,21,350.0,no,no,"North Indian, Chinese, Arabian, Rolls",Brigade Road,Shivajinagar,Average Rated
210,210,Al Sadique,Quick Bites,3.9,185,450.0,yes,no,"North Indian, Mughlai, Chinese, Rolls",Rajajinagar,Magadi Road,Average Rated
211,211,Al Sadique Restaurant,Quick Bites,3.4,32,350.0,no,no,"Mughlai, North Indian, Street Food",Mg Road,Frazer Town,Average Rated
212,212,Al Swaad Take Away,Quick Bites,3.1,12,350.0,yes,no,"North Indian, South Indian, Arabian",Brigade Road,Richmond Road,Average Rated
213,213,Al Taj Fast Food,Quick Bites,3.2,4,600.0,yes,no,"Fast Food, North Indian, South Indian, Chinese",Rajajinagar,Vijay Nagar,Average Rated
214,214,Al Zaiqa Hotel,Quick Bites,3.4,14,200.0,yes,no,"Chinese, South Indian, Fast Food",Marathahalli,Marathahalli,Average Rated
215,215,Alampur Bar And Restaurant,Casual Dining,3.7,42,900.0,yes,no,"Chinese, South Indian, North Indian",Brigade Road,Race Course Road,Average Rated
216,216,Alankar Restaurant,Casual Dining,2.8,40,800.0,no,no,"South Indian, North Indian, Chinese",Marathahalli,Marathahalli,Average Rated
217,217,Alankrutha,Casual Dining,3.8,260,500.0,yes,no,"Andhra, Biryani, North Indian, Chinese",Koramangala 5Th Block,Btm,Average Rated
218,218,Alba - Jw Marriott Bengaluru,Fine Dining,4.4,561,4000.0,no,yes,Italian,Church Street,Lavelle Road,Highly Rated
219,219,Al-Badia Restaurant,Casual Dining,4.2,89,700.0,no,no,Arabian,Kalyan Nagar,Kammanahalli,Highly Rated
220,220,Al-Baik Kabab Corner,Quick Bites,3.2,25,350.0,yes,no,"Kebab, Biryani",Malleshwaram,Yeshwantpur,Average Rated
221,221,Al-Baik Tandoori Restaurant,Quick Bites,3.6,113,450.0,yes,no,"North Indian, Chinese, Arabian, Biryani, Rolls",Frazer Town,Nagawara,Average Rated
222,222,Al-Bek,Casual Dining,3.9,682,650.0,yes,no,"North Indian, Mughlai, Chinese, Seafood","Byresandra,Tavarekere,Madiwala",Jayanagar,Average Rated
223,223,Albert Bakery,Bakery,4.3,346,150.0,no,no,"Bakery, Fast Food",Frazer Town,Frazer Town,Highly Rated
224,224,Alchemy - The Chancery Pavilion,"Microbrewery, Casual Dining",4.3,446,2000.0,no,yes,Modern Indian,Brigade Road,Residency Road,Highly Rated
225,225,Alchemy Coffee Roasters,Cafe,4.2,704,500.0,no,no,Cafe,Basavanagudi,Jayanagar,Highly Rated
226,226,Alfa Family Restaurant,Casual Dining,3.0,27,400.0,no,no,"North Indian, Arabian, Chinese",Basavanagudi,Wilson Garden,Average Rated
227,227,Alfresco By Bene -Sheraton Grand Bangalore Hotel At...,"Bar, Casual Dining",3.7,77,2000.0,no,yes,Continental,Malleshwaram,Malleshwaram,Average Rated
228,228,Al-Hyatt,Quick Bites,3.5142532329117526,40,300.0,no,no,"Biryani, Chinese",Koramangala 6Th Block,Ejipura,Average Rated
229,229,Ali Snacks Point,Quick Bites,3.4,5,150.0,yes,no,"Chinese, Momos",Malleshwaram,Malleshwaram,Average Rated
230,230,Alibaba Cafe And Restaurant,Casual Dining,2.9,55,700.0,no,no,"Arabian, Middle Eastern",Kammanahalli,Kalyan Nagar,Average Rated
231,231,Alibi - Maya International Hotel,Casual Dining,1.8,224,1200.0,no,no,"North Indian, Continental, Chinese",Brigade Road,Church Street,Average Rated
232,232,Aliensip,Beverage Shop,3.6,11,200.0,yes,no,Juices,Bannerghatta Road,Btm,Average Rated
233,233,Alif Restaurant,Casual Dining,3.6,26,600.0,yes,no,"North Indian, Chinese",Bannerghatta Road,Jp Nagar,Average Rated
234,234,Aligarh House,Delivery,4.4,98,400.0,yes,no,"North Indian, Biryani, Awadhi, Mughlai","Byresandra,Tavarekere,Madiwala",Koramangala,Highly Rated
235,235,Alikemom,"Takeaway, Delivery",2.8,40,300.0,yes,no,North Indian,Electronic City,Electronic City,Average Rated
236,236,All Aromas,Quick Bites,2.8,40,400.0,yes,no,"North Indian, Biryani",Basavanagudi,Jayanagar,Average Rated
237,237,All Saints Bakery,Bakery,3.6,23,200.0,no,no,Bakery,Brigade Road,Brigade Road,Average Rated
238,238,All Shook Up,"Dessert Parlor, Beverage Shop",3.6,34,300.0,yes,no,"Desserts, Beverages",Brookefield,Marathahalli,Average Rated
239,239,All Shook Up!,"Dessert Parlor, Beverage Shop",3.6,19,300.0,yes,no,"Desserts, Beverages",Malleshwaram,Rajajinagar,Average Rated
240,240,Allahabadi Tadaka,Casual Dining,2.9,46,250.0,no,no,North Indian,Indiranagar,Domlur,Average Rated
241,241,Allana Kabab,Quick Bites,3.3,4,200.0,no,no,North Indian,Church Street,Richmond Road,Average Rated
242,242,Alloro - The Oterra,Fine Dining,4.0,63,2500.0,no,yes,Italian,Electronic City,Electronic City,Highly Rated
243,243,Al-Madina,"Takeaway, Delivery",3.3,8,500.0,no,no,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm,Average Rated
244,244,Al-Madina Restaurant,Casual Dining,3.4,22,400.0,no,no,"Arabian, North Indian, Chinese, Kerala",Basavanagudi,City Market,Average Rated
245,245,Al-Marhaba Restaurant,Quick Bites,2.8,40,400.0,yes,no,"Arabian, Chinese, North Indian, Rolls, Momos",Bannerghatta Road,Btm,Average Rated
246,246,Al-Noor Restaurant,Quick Bites,2.8,40,400.0,yes,no,"Chinese, North Indian, Mughlai",Kalyan Nagar,Nagawara,Average Rated
247,247,Alpha - House Of Biryani & Tandoor,Casual Dining,3.3,387,800.0,yes,no,"Biryani, North Indian, Chinese",Brookefield,Whitefield,Average Rated
248,248,Al-Sidique,Quick Bites,4.0,314,400.0,yes,no,"North Indian, Chinese",Rajajinagar,Vijay Nagar,Highly Rated
249,249,Alt,"Bar, Lounge",4.1,821,1900.0,no,yes,Finger Food,Whitefield,Whitefield,Highly Rated
250,250,Altaf'S Chillies Restaurant,Casual Dining,3.8,229,500.0,yes,no,"North Indian, Chinese",Frazer Town,Frazer Town,Average Rated
251,251,Altaj Restaurant,Casual Dining,3.3,6,700.0,no,no,"North Indian, Chinese",Malleshwaram,Rajajinagar,Average Rated
252,252,Al-Taj Restaurant,Casual Dining,3.3,10,600.0,yes,no,"South Indian, North Indian, Chinese",Rajajinagar,Rajajinagar,Average Rated
253,253,Alter Ego D'Deli,Cafe,3.8,140,650.0,yes,no,"Cafe, Continental, Italian, Burger, Pizza, Salad, Steak",Kalyan Nagar,Kalyan Nagar,Average Rated
254,254,Alto Vino - Bengaluru Marriott Hotel Whitefield,Fine Dining,4.3,263,3000.0,no,yes,"Italian, Salad",Brookefield,Whitefield,Highly Rated
255,255,Am Wow,Beverage Shop,3.4,6,100.0,yes,no,Beverages,Banashankari,Jayanagar,Average Rated
256,256,Amadora Gourmet Ice Cream & Sorbet,Dessert Parlor,2.8,40,500.0,no,no,Desserts,Brookefield,Whitefield,Average Rated
257,257,Amande Patisserie,Bakery,4.0,73,300.0,yes,no,"Bakery, French, Desserts",Banashankari,Basavanagudi,Highly Rated
258,258,Amanthrana Gardenia,Casual Dining,3.8,107,800.0,yes,no,"North Indian, Andhra, Bbq, Seafood, Chinese",Brookefield,Brookefield,Average Rated
259,259,Amantrana,Casual Dining,3.2,15,800.0,no,no,"North Indian, South Indian",Rajajinagar,Magadi Road,Average Rated
260,260,Amar Kolkata,Quick Bites,3.2,4,300.0,no,no,"Bengali, North Indian, Chinese",Indiranagar,Old Airport Road,Average Rated
261,261,Amara Food Point,"Takeaway, Delivery",3.3,4,250.0,no,no,South Indian,"Byresandra,Tavarekere,Madiwala",Btm,Average Rated
262,262,Amaravathi Bar & Restaurant,"Casual Dining, Bar",3.7,43,400.0,no,no,"North Indian, Chinese, Seafood","Byresandra,Tavarekere,Madiwala",Jayanagar,Average Rated
263,263,Amaravathi Mess,Quick Bites,3.6,108,400.0,yes,no,"Andhra, Biryani",Electronic City,Electronic City,Average Rated
264,264,Amaravati,Quick Bites,3.6,39,400.0,no,no,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm,Average Rated
265,265,Amaravati - Pure Veg Restaurant,Quick Bites,3.5,93,350.0,yes,no,"South Indian, North Indian, Chinese",Marathahalli,Kaggadasapura,Average Rated
266,266,Amaravati Authentic Andhra Restaurant,Casual Dining,3.0,148,600.0,yes,no,"Andhra, Chinese, North Indian, Biryani",Brookefield,Brookefield,Average Rated
267,267,Amaravati Food Court,Quick Bites,3.3,7,300.0,yes,no,Kerala,Whitefield,Whitefield,Average Rated
268,268,Amaravati Grand,Casual Dining,3.3,7,550.0,no,no,"Chinese, Andhra, Mangalorean",Jayanagar,Btm,Average Rated
269,269,Amazing Blue Pub,Pub,3.4,10,900.0,no,no,Finger Food,Malleshwaram,Seshadripuram,Average Rated
270,270,Ambara Gardenia,Casual Dining,3.8,256,800.0,yes,yes,"Andhra, North Indian, Chinese, Seafood","Byresandra,Tavarekere,Madiwala",Bannerghatta Road,Average Rated
271,271,Ambarsaria,Casual Dining,2.7,57,800.0,no,no,North Indian,New Bel Road,New Bel Road,Average Rated
272,272,Amber Rush By The Pool,"Bar, Casual Dining",3.9,140,1500.0,no,no,"North Indian, Chinese, Continental",Brookefield,Marathahalli,Average Rated
273,273,Amber Rush Restobar,Pub,4.1,93,1000.0,no,yes,"Continental, Chinese, Fast Food",Brigade Road,Residency Road,Highly Rated
274,274,Ambika Biryani Corner,Quick Bites,3.5,37,300.0,no,no,Biryani,Rajajinagar,Rajajinagar,Average Rated
275,275,Ambika Vegetarian Hotel,Casual Dining,3.7,31,500.0,no,no,"North Indian, Fast Food",Malleshwaram,Rajajinagar,Average Rated
276,276,Ambujam'S Chettinad Mess,"Quick Bites, Mess",3.2,27,400.0,yes,no,"South Indian, Chettinad",Kammanahalli,Banaswadi,Average Rated
277,277,Ambur Azad Darbar,Quick Bites,3.1,6,250.0,no,no,"North Indian, Fast Food, Biryani",Jayanagar,Btm,Average Rated
278,278,Ambur Biriyani,Quick Bites,3.2,4,200.0,no,no,Biryani,Indiranagar,Old Airport Road,Average Rated
279,279,Ambur Biriyani Centre,Quick Bites,3.2,6,150.0,no,no,Biryani,Sarjapur Road,Bellandur,Average Rated
280,280,Ambur Biriyani Classic,Casual Dining,3.3,136,700.0,yes,no,"Biryani, South Indian, North Indian",Electronic City,Electronic City,Average Rated
281,281,Ambur Biriyani Point,Quick Bites,3.6,26,150.0,no,no,Biryani,"Byresandra,Tavarekere,Madiwala",Btm,Average Rated
282,282,Ambur Biriyani Zone,Quick Bites,3.2,4,200.0,no,no,"Biryani, Kebab",Kammanahalli,Kammanahalli,Average Rated
283,283,Ambur Biryani,Quick Bites,3.2,5,450.0,no,no,"South Indian, Fast Food",Hsr,Hsr,Average Rated
284,284,Ambur Biryani Hotel,Quick Bites,3.2,13,200.0,no,no,Biryani,"Byresandra,Tavarekere,Madiwala",Koramangala 1St Block,Average Rated
285,285,Ambur Biryani Mess,Mess,3.4,18,250.0,no,no,Biryani,Koramangala 4Th Block,Koramangala 6Th Block,Average Rated
286,286,Ambur Biryani Point,Quick Bites,3.3,8,150.0,no,no,Biryani,Bellandur,Sarjapur Road,Average Rated
287,287,Ambur Chicken Biryani,Quick Bites,3.1,9,250.0,no,no,Biryani,Hsr,Hsr,Average Rated
288,288,Ambur Darbar Biriyani Point,Quick Bites,3.2,24,200.0,yes,no,Biryani,Malleshwaram,Yeshwantpur,Average Rated
289,289,Ambur Dum Biriyani,Quick Bites,2.8,40,160.0,no,no,Biryani,Banashankari,Basavanagudi,Average Rated
290,290,Ambur Dum Biryani,Quick Bites,2.8,40,300.0,no,no,"Biryani, Fast Food",Electronic City,Electronic City,Average Rated
291,291,Ambur Hot Dum Biriyani,Quick Bites,3.1,6,200.0,no,no,Biryani,Old Airport Road,Jeevan Bhima Nagar,Average Rated
292,292,Ambur Hot Dum Biryani,Quick Bites,3.0,9,200.0,no,no,Biryani,Marathahalli,Thippasandra,Average Rated
293,293,Ambur Star Biryani,Quick Bites,3.5,22,200.0,no,no,Biryani,Bellandur,Sarjapur Road,Average Rated
294,294,Ambur Star Briyani,Casual Dining,3.6,17,500.0,yes,no,"North Indian, Chinese, Biryani",Indiranagar,Indiranagar,Average Rated
295,295,Ambur Star Dum Biriyani,Quick Bites,3.2,4,200.0,no,no,Biryani,Residency Road,Wilson Garden,Average Rated
296,296,Ambur Star Dum Biryani,Quick Bites,2.8,40,250.0,no,no,Biryani,Bellandur,Sarjapur Road,Average Rated
297,297,Ambur Tasty Biriyani,Quick Bites,3.2,4,200.0,no,no,Biryani,Hsr,Hsr,Average Rated
298,298,Amchoor,Quick Bites,3.8,38,250.0,yes,no,"North Indian, Beverages",Marathahalli,Marathahalli,Average Rated
299,299,Amdo'S Corner Tibetan Foods,Quick Bites,4.0,47,250.0,no,no,"Tibetan, Momos",Brigade Road,Richmond Road,Highly Rated
300,300,American Bites,Quick Bites,2.4,48,450.0,yes,no,"Fast Food, Burger, Pizza",Frazer Town,Kalyan Nagar,Average Rated
301,301,American Desserts,"Takeaway, Delivery",3.6,23,500.0,yes,no,"Desserts, Bakery",Kalyan Nagar,Banaswadi,Average Rated
302,302,Amexicano,Food Truck,3.8,31,400.0,no,no,"American, Mexican",Indiranagar,East Bangalore,Average Rated
303,303,Amigos Kitchen,Quick Bites,3.7,64,400.0,yes,no,"Chinese, North Indian, Mexican, Fast Food",Kalyan Nagar,Banaswadi,Average Rated
304,304,Amjad Bhai'S Star Hotel - Home Food Only,Quick Bites,2.8,40,300.0,no,no,"North Indian, South Indian","Byresandra,Tavarekere,Madiwala",Btm,Average Rated
305,305,Ammachide Addukala,Quick Bites,3.5,6,300.0,no,no,Kerala,Bannerghatta Road,Bannerghatta Road,Average Rated
306,306,Amma'S Biryani & Rice,Quick Bites,2.8,40,300.0,yes,no,"Biryani, Fast Food",Kalyan Nagar,Kammanahalli,Average Rated
307,307,Amma'S Cafe,Quick Bites,3.2,6,300.0,no,no,Fast Food,Hsr,Hsr,Average Rated
308,308,Amma'S Pastries,Bakery,3.9,130,400.0,no,no,Bakery,Kalyan Nagar,Hbr Layout,Average Rated
309,309,Amma'S Special,Quick Bites,3.5142532329117526,40,400.0,no,no,South Indian,Koramangala 6Th Block,Koramangala 1St Block,Average Rated
310,310,Ammayi Thakkaram,Quick Bites,3.5142532329117526,40,400.0,no,no,"Kerala, South Indian",Koramangala 6Th Block,Btm,Average Rated
311,311,Ammi'S Biryani,Casual Dining,2.7,171,500.0,yes,no,"Biryani, North Indian",Kalyan Nagar,Kalyan Nagar,Average Rated
312,312,Ammus Hot N Cool,Quick Bites,3.4,84,300.0,yes,no,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm,Average Rated
313,313,Amnesia - The Poolside Bar,"Casual Dining, Bar",3.7,15,2000.0,no,no,"North Indian, Chinese, Continental",Brigade Road,Residency Road,Average Rated
314,314,Amoeba Sports Bar,"Lounge, Bar",3.9,568,1000.0,yes,yes,"Continental, Chinese",Brookefield,Whitefield,Average Rated
315,315,Amontron,Casual Dining,3.9,435,650.0,yes,no,Bengali,Bannerghatta Road,Btm,Average Rated
316,316,Amour Fine Patisserie,"Cafe, Dessert Parlor",4.0,82,500.0,yes,yes,"Cafe, Desserts, Continental",Hsr,Hsr,Highly Rated
317,317,Amravathi Restaurants & Caterers,Quick Bites,3.1,6,400.0,no,no,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm,Average Rated
318,318,Amrit,Food Court,3.4,24,600.0,no,no,"North Indian, Seafood","Byresandra,Tavarekere,Madiwala",Jp Nagar,Average Rated
319,319,Amrita Nadia Sweets,Sweet Shop,3.2,4,400.0,yes,no,Mithai,New Bel Road,Jalahalli,Average Rated
320,320,Amrith Ice Cream,Dessert Parlor,4.1,81,100.0,no,no,Ice Cream,Malleshwaram,Malleshwaram,Highly Rated
321,321,Amritsari Kulcha Bite,Quick Bites,3.9,99,150.0,yes,no,North Indian,Indiranagar,Ulsoor,Average Rated
322,322,Amritsari Kulcha Land,Quick Bites,4.0,260,300.0,yes,no,North Indian,"Byresandra,Tavarekere,Madiwala",Jp Nagar,Highly Rated
323,323,Amrut,Quick Bites,3.5,250,300.0,yes,no,"North Indian, Chinese, Fast Food",Malleshwaram,Malleshwaram,Average Rated
324,324,Amruta,Casual Dining,3.8,20,600.0,no,no,"South Indian, North Indian, Chinese",Lavelle Road,Majestic,Average Rated
325,325,Amruth Parkland,"Bar, Casual Dining",3.5,54,900.0,no,no,"North Indian, Chinese",Sarjapur Road,Sarjapur Road,Average Rated
326,326,Amrutha Foods,Quick Bites,2.8,40,300.0,no,no,South Indian,Marathahalli,Old Airport Road,Average Rated
327,327,Amrutha Grand Restaurant,Casual Dining,3.2,204,500.0,yes,no,"North Indian, Biryani, Chinese",Bellandur,Sarjapur Road,Average Rated
328,328,Amrutha Mess,Quick Bites,3.4,5,300.0,no,no,Kerala,"Byresandra,Tavarekere,Madiwala",Btm,Average Rated
329,329,Amrutha Sweets,Quick Bites,3.5,13,200.0,no,no,"Street Food, Mithai",Koramangala 4Th Block,Ejipura,Average Rated
330,330,Am'S Cafe Recreate,"Takeaway, Delivery",3.3,8,250.0,yes,no,"Chinese, North Indian","Byresandra,Tavarekere,Madiwala",Btm,Average Rated
331,331,Amul Ice Cream,Dessert Parlor,2.8,40,100.0,yes,no,"Desserts, Ice Cream",Hsr,Hsr,Average Rated
332,332,An Egg Story,Cafe,4.0,241,600.0,no,no,"Cafe, Continental, American, Italian",Kalyan Nagar,Kalyan Nagar,Highly Rated
333,333,Anamika Roll Centre,Quick Bites,3.2,4,300.0,no,no,"North Indian, Fast Food, Rolls",Jayanagar,Wilson Garden,Average Rated
334,334,Anand Donne Biriyani,Quick Bites,3.6,45,200.0,yes,no,Biryani,Banashankari,Jayanagar,Average Rated
335,335,Anand Sagar Inn,Casual Dining,3.2,6,450.0,no,no,"South Indian, North Indian, Chinese",Jayanagar,Basavanagudi,Average Rated
336,336,Anand Sweets And Savouries,Quick Bites,4.0,99,400.0,yes,no,"Mithai, Street Food",Kalyan Nagar,Kammanahalli,Highly Rated
337,337,Anand Vihar,Quick Bites,2.5,58,,no,no,"North Indian, Chinese",Frazer Town,Rt Nagar,Average Rated
338,338,Anda Ka Funda,Quick Bites,3.1,14,300.0,yes,no,"North Indian, Chinese",Jp Nagar,Jayanagar,Average Rated
339,339,Anda Special-Pav Bhaji,Quick Bites,3.4,8,200.0,yes,no,Fast Food,New Bel Road,Yeshwantpur,Average Rated
340,340,Andal Mess,Mess,3.1,22,300.0,yes,no,"Biryani, South Indian, North Indian",Koramangala 4Th Block,Domlur,Average Rated
341,341,Ande Ka Funda,Quick Bites,2.8,60,250.0,no,no,"North Indian, Fast Food, Rolls","Byresandra,Tavarekere,Madiwala",Btm,Average Rated
342,342,Andhra Amigos,Casual Dining,3.6,81,350.0,yes,no,"Andhra, North Indian, Biryani",Electronic City,Electronic City,Average Rated
343,343,Andhra Bhojanam,Casual Dining,3.6,21,600.0,no,no,"North Indian, South Indian, Andhra",Bannerghatta Road,Bannerghatta Road,Average Rated
344,344,Andhra Biriyani Palace,Quick Bites,2.8,40,250.0,yes,no,"Biryani, Andhra",Kalyan Nagar,Nagawara,Average Rated
345,345,Andhra Biryani & Curries,Quick Bites,3.1,4,400.0,yes,no,"North Indian, South Indian, Chinese, Andhra, Biryani",Electronic City,Electronic City,Average Rated
346,346,Andhra Biryanis,Casual Dining,4.0,108,700.0,yes,no,"Andhra, Biryani, North Indian",Brookefield,Whitefield,Highly Rated
347,347,Andhra Box,Quick Bites,3.2,4,400.0,no,no,"Andhra, Biryani, Chinese",Brookefield,Marathahalli,Average Rated
348,348,Andhra Central,Food Court,3.1,13,400.0,yes,no,Andhra,Brookefield,Marathahalli,Average Rated
349,349,Andhra Chettinad Cuisine,Quick Bites,3.6,24,250.0,no,no,"Andhra, South Indian, Chettinad",Electronic City,Electronic City,Average Rated
350,350,Andhra Express,"Takeaway, Delivery",3.7,19,300.0,yes,no,"Andhra, Biryani, North Indian, Beverages",Marathahalli,Cv Raman Nagar,Average Rated
351,351,Andhra Food Cafe (Afc),Quick Bites,3.3,46,250.0,yes,no,"Andhra, North Indian, South Indian",Electronic City,Electronic City,Average Rated
352,352,Andhra Ghumaghumalu,Quick Bites,2.8,40,300.0,yes,no,"Andhra, Biryani, North Indian",Brookefield,Whitefield,Average Rated
353,353,Andhra Grills,Casual Dining,3.0,55,800.0,no,no,"Andhra, North Indian, Biryani",Bannerghatta Road,Jp Nagar,Average Rated
354,354,Andhra Kafe,Casual Dining,3.8,241,550.0,yes,no,"Andhra, South Indian, North Indian, Biryani",Brookefield,Whitefield,Average Rated
355,355,Andhra Kitchen,Quick Bites,3.9,45,400.0,yes,no,Andhra,Electronic City,Electronic City,Average Rated
